Entity,Code,Year,Pesticides Use - Herbicides - 1320 - Agricultural Use - 5157 - tonnes,Pesticides Use - Insecticides - 1309 - Agricultural Use - 5157 - tonnes,Pesticides Use - Fungicides and Bactericides - 1331 - Agricultural Use - 5157 - tonnes,Pesticides Use - Rodenticides - 1345 - Agricultural Use - 5157 - tonnes,Pesticides Use - Plant Growth Regulators - 1341 - Agricultural Use - 5157 - tonnes,Pesticides Use - Other Pesticides nes - 1359 - Agricultural Use - 5157 - tonnes
Thailand,THA,2011,67608,10671,6980,283,1435,
Thailand,THA,2012,60231,4770,4417,1,502,
Thailand,THA,2013,1220,1675,5236,,5,
Thailand,THA,2014,11091,6838,3433,108,292,
Thailand,THA,2017,,21601,13686,,,
Timor,TLS,2002,0.01,0.03,0.01,0.01,,
Timor,TLS,2003,0.2,2.1,,,,
Timor,TLS,2004,0.02,0.8,,,,
Timor,TLS,2005,0.07,0.59,0.04,,,
Timor,TLS,2007,0.01,1.74,0.32,0.2,0.09,
Timor,TLS,2008,0.3,0.99,,0.1,,
Timor,TLS,2009,0.5,1.08,0.2,,,
Togo,TGO,1990,2,319,3,,,
Togo,TGO,1991,2,208,3,,,
Togo,TGO,1992,2,187,3,,,
Togo,TGO,1993,2,201,3,,,
Togo,TGO,1994,2,198,3,,,
Togo,TGO,1995,2,193,3,,,
Togo,TGO,1996,2,192,3,,,
Togo,TGO,2003,92.99,261.73,15.85,11,,30.7
Togo,TGO,2004,86.73,445.74,11.06,10.17,,25.43
Togo,TGO,2005,98.25,67.7,9.8,10.16,,15.88
Togo,TGO,2006,127.35,26.23,8.87,15.01,,81.92
Togo,TGO,2007,113.52,70.57,11.08,10.17,,53.61
Togo,TGO,2008,97.48,10.15,11.05,16.15,,89.8
Togo,TGO,2009,93.03,21.47,12.06,12.07,,31.16
Togo,TGO,2010,113.43,49.81,11.52,12.1,,49.04
Togo,TGO,2011,88.83,25.8,12.21,11.44,,
Togo,TGO,2012,106.1,151.1,14.9,11.03,,52.6
Togo,TGO,2013,120.9,171.6,14.7,9.5,,50.8
Togo,TGO,2014,529.78,174.9,43.25,10.2,,51.3
Togo,TGO,2015,463.92,575.9,28.75,8.12,,36.2
Togo,TGO,2016,709,522,18.5,7.2,,33
Tonga,TON,2013,8.02,0.59,2.59,0,0.01,
Tonga,TON,2014,9.68,0.54,4.87,,,
Tonga,TON,2016,3.05,3.55,1.53,0,0,
Tonga,TON,2017,15.7,2.72,4.65,0,0,
Trinidad and Tobago,TTO,1990,148.24,70.37,109.8,,,
Trinidad and Tobago,TTO,1991,196.18,139.5,43.2,6.75,0.58,
Trinidad and Tobago,TTO,1992,182.58,129.27,57.6,11.7,3.48,
Trinidad and Tobago,TTO,1993,197.2,65.72,41.4,4.5,4.64,
Trinidad and Tobago,TTO,2009,22.1,40.54,14.76,,,
Trinidad and Tobago,TTO,2010,974.33,558.97,493.6,0.01,,
Trinidad and Tobago,TTO,2011,46.48,115.16,8.7,,,
Trinidad and Tobago,TTO,2012,864.63,740.68,495.9,0.01,0.01,
Trinidad and Tobago,TTO,2013,73.17,712.15,71.57,0.01,,
Trinidad and Tobago,TTO,2014,73.38,1018.55,78.87,0.01,,
Tunisia,TUN,1997,167,145,569,10,0,
Tunisia,TUN,2009,94.81,236.22,645.05,9,,
Turkey,TUR,1990,6258,17652,3602,,183,
Turkey,TUR,1991,7033,10414,3990,,161,
Turkey,TUR,1992,7406,13125,4025,,126,
Turkey,TUR,1993,9000,12266,4171,,106,
Turkey,TUR,1994,6342,10871,4733,4,145,
Turkey,TUR,1995,4842,14639,4937,,354,
Turkey,TUR,1996,5955,15138,6765,,129,
Turkey,TUR,1997,7810,15161,9034,59,195,
Turkey,TUR,1998,5075,14325,7549,0,871,
Turkey,TUR,1999,8851,13505,7159,3,1199,
Turkey,TUR,2000,6960,13910,7777,14,1238,
Turkey,TUR,2001,5964,13169,4046,6,669,
Turkey,TUR,2002,6295,13086,8534,,,
Turkey,TUR,2003,9866,11913,11296,,,
Turkey,TUR,2004,8707,13768,6356,,,
Turkey,TUR,2005,11716,16032,12584,,,
Turkey,TUR,2006,8170,8530,10721,,,
Turkey,TUR,2007,6668.65,22012,16706.63,50.92,,1593.14
Turkey,TUR,2008,6176.51,9988,17862.86,351.09,,3261.74
Turkey,TUR,2009,5960.85,11447,17863,78,,2302.3
Turkey,TUR,2010,7451.59,8216,17396,147.4,,5343.7
Turkey,TUR,2011,7407,7182,17546,421.43,,6978
Turkey,TUR,2012,7351,8123,18124,246.59,,8766
Turkey,TUR,2013,7336,8599,16248,129,,7128
Turkey,TUR,2014,7794,9099,16674,148.87,,6006.85
Turkey,TUR,2015,7825,9693,15984,197,,5327
Turkey,TUR,2016,10025,12450,20485,259,,6835
Turkey,TUR,2017,11759,13888,22006,236,,6209
Turkmenistan,TKM,1992,435,1131,6097,,,
Turkmenistan,TKM,1993,680,1294,7738,,,
USSR,OWID_USS,1990,35300,23900,26000,,,1000
USSR,OWID_USS,1991,44900,23500,22500,,,1300
Uganda,UGA,1992,12,20,40,,,
Uganda,UGA,1993,13,22,36,,,
Uganda,UGA,1994,15,21,23,,,
Uganda,UGA,1995,8,42,38,,,
Ukraine,UKR,1992,35926,14245,16601,,,
Ukraine,UKR,2003,8876.4,2022.7,1659,,,
Ukraine,UKR,2004,10491.2,2537.2,2316,,,
Ukraine,UKR,2005,14843.2,3331.5,4122,,,725
Ukraine,UKR,2006,18818.1,4508,4532.3,,,917
Ukraine,UKR,2007,22797,5675.8,5777.2,,28,1262
Ukraine,UKR,2008,35254.4,8522.3,8111.8,,110,1229
Ukraine,UKR,2009,21647.9,5903.4,6528.4,,122,1505
Ukraine,UKR,2010,40977.9,8905.8,9614.9,,237,1768
Ukraine,UKR,2011,50678,11150,12479.7,,565,2480
Ukraine,UKR,2012,62186.6,12406.2,11754,,1265,2438
Ukraine,UKR,2013,52492.6,14703.1,13316.1,,1051,4426
Ukraine,UKR,2014,49952.9,12851.8,10578.3,,386,3525
United Kingdom,GBR,1990,18360,2083,6689,,2385,
United Kingdom,GBR,1991,18262,1854,6518,,2388,
United Kingdom,GBR,1992,19900,1553,6918,,2706,
United Kingdom,GBR,1993,20885,1611,7203,1,2687,
United Kingdom,GBR,1994,22733,1771,6649,1,2587,
United Kingdom,GBR,1995,22753,1667,6563,1,2586,
United Kingdom,GBR,1996,24131,1654,6846,1,2864,
United Kingdom,GBR,1997,24118,1663,6759,1,2866,
United Kingdom,GBR,1998,24064,1413,6280,1,3072,
United Kingdom,GBR,1999,24007,1476,6406,1,3073,
United Kingdom,GBR,2000,22922.28,1657.47,4862.19,,3149.19,
United Kingdom,GBR,2001,22862.34,1568.72,4865.4,,3148.68,
United Kingdom,GBR,2002,21204.39,1519.72,4668.41,,3179.07,
United Kingdom,GBR,2003,21180.15,1328.27,4642.7,,3173.75,
United Kingdom,GBR,2004,20731.28,1200.59,5862.82,,2952.31,
United Kingdom,GBR,2005,20884.77,1206.9,5877.96,,2965.01,
United Kingdom,GBR,2006,12311.88,1373.2,5756.05,,2767.74,
United Kingdom,GBR,2007,12159.17,1279.48,5746.1,,2767.02,
United Kingdom,GBR,2008,10691.65,1200.61,6197.33,,3263.32,
United Kingdom,GBR,2009,10499.01,1157.47,6173.61,,3251.18,
United Kingdom,GBR,2010,7465.8,889.46,5521.28,,2631.47,
United Kingdom,GBR,2011,7358.67,828.09,5320.63,,2632.61,
United Kingdom,GBR,2012,7835.12,671.86,5786.86,,2836.39,
United Kingdom,GBR,2013,7676.52,716.54,5842.96,,2821.02,
United Kingdom,GBR,2014,8081.58,637.58,6234.47,,2745.65,
United Kingdom,GBR,2015,8113.87,600.55,6179.23,,2744.86,
United Kingdom,GBR,2016,9271.92,275.09,6807.92,,2655.3,
United Kingdom,GBR,2017,9554.62,406.83,7234.56,,2647.92,
United States,USA,1990,206384.36,86182.48,22680,11340,,13390.04
United States,USA,1991,199580.48,88904.03,21319,11340,,11430.52
United States,USA,1992,204116.4,92079.18,20412,11340,,13145.1
United States,USA,1993,192776.6,91171.99,21319,11340,,13553.33
United States,USA,1994,219992.12,98883.06,21772,11340,,13154.17
United States,USA,1995,209105.91,104326.16,22226,11340,,13607.76
United States,USA,1996,218177.75,111583.63,23133.19,11339.8,,12700.58
United States,USA,1997,213188.24,100697.42,24040,11339.8,,14496.8
United States,USA,1998,210920.28,81646.56,24493.97,11339.8,,23586.78
United States,USA,1999,194137.38,94347.14,20411.64,11339.8,,27215.52
United States,USA,2000,195951.74,100243.83,19958.05,11339.8,,27215.52
United States,USA,2001,196405.34,79378.6,19050.86,11339.8,,27215.52
United States,USA,2002,189147.86,90264.81,18143.68,11339.8,,28068.27
United States,USA,2003,193230.19,79378.6,19504.46,11339.8,,29719.35
United States,USA,2004,192776.6,91625.58,19504.46,11339.8,,28540.01
United States,USA,2005,190508.64,61688.51,22680,11339.8,,26535.13
United States,USA,2006,184611.94,74842.68,20865.23,11339.8,,29029.89
United States,USA,2007,200034.07,78471.42,21318.82,11339.8,,18597.27
United States,USA,2009,210466.7,63049.3,20865.2,,,6803.9
United States,USA,2012,255825.9,65770.8,24040.4,,,6803.9
Uruguay,URY,1991,518,415,813,0.01,16,
Uruguay,URY,1992,591,446,1020,0.03,15,
Uruguay,URY,1993,569,249,807,0.02,9,
Uruguay,URY,1994,710,111,1162,0.08,29,
Uruguay,URY,1995,958,96,952,0.02,22,
Uruguay,URY,1996,1810,174,997,0.01,7,
Uruguay,URY,1997,1749,251,866,0.05,10,
Uruguay,URY,1998,2293,175,1199,0.03,10,
Uruguay,URY,1999,2261,159,933,0.03,16,
Uruguay,URY,2000,2325,182.05,713,0.03,20,
Uruguay,URY,2001,2812,187.02,942,0.02,38,
Uruguay,URY,2002,3232.39,269.47,1077.06,0.03,12.85,
Uruguay,URY,2003,5377.57,468.26,1149.19,0.01,6.45,
Uruguay,URY,2004,6696.87,489.89,1162.99,0.01,13.04,2
Uruguay,URY,2005,6726.5,524.02,1161.68,0.01,11.07,0.72
Uruguay,URY,2006,6965.59,369.3,1026.82,0.01,14.57,1.09
Uruguay,URY,2007,10911.39,969.89,1278.38,0,12.29,0.21
Uruguay,URY,2008,9808.34,1221.37,1422.27,0.18,12.67,0.43
Uruguay,URY,2009,10300.58,985.5,946.44,0.1,14.56,601.02
Uruguay,URY,2010,11880.63,1085.62,1151.33,0,7.13,2.78
Uruguay,URY,2011,13988.2,1329.9,1341.5,0.2,11.4,0.46
Uruguay,URY,2012,18415.3,1179.9,2711.8,0,15.4,2
Uruguay,URY,2013,14763,2122.2,976.6,0,17.4,
Uruguay,URY,2014,19058.1,1474,1657.3,0,30,25.9
Uruguay,URY,2015,12085.6,450.7,1099.5,0,16.3,11.1
Uruguay,URY,2016,11635.9,651.6,892.7,0,13.9,2
Vanuatu,VUT,1990,22,77,2,46,,
Vanuatu,VUT,1991,25,88,16,93,,
Vanuatu,VUT,1992,17,110,16,55,,
Vanuatu,VUT,1993,13,93,13,12,,
Venezuela,VEN,1990,200,468,1154,,,
Venezuela,VEN,1991,343,606,1460,,,
Venezuela,VEN,1992,1499,767,1662,,,
Vietnam,VNM,1994,2547,15226,3139,,,
Vietnam,VNM,1995,4979,16452,3465,,,
Vietnam,VNM,1996,7205,17352,8188,,,
Vietnam,VNM,1997,6710,17851,7684,107,667,
Vietnam,VNM,1998,5269,9714,5474,60,324,
Vietnam,VNM,1999,3404,8567,4504,31,189,
Vietnam,VNM,2000,3314,8428,4614,43,103,
Vietnam,VNM,2001,3982,9661,5391,8,112,
Yemen,YEM,2002,2.88,1292.33,567.98,,,
Yemen,YEM,2003,1.16,653.98,83.72,,,
Yemen,YEM,2004,1.65,468.02,133.66,,,
Yemen,YEM,2005,1.65,622.62,136.62,,,
Yemen,YEM,2006,0.1,582.17,142.51,,,
Yemen,YEM,2007,3.46,97.76,64.73,,,
Yemen,YEM,2008,3.36,31.57,34.94,,,
Yemen,YEM,2011,0.05,21.1,84.6,,,
Yemen,YEM,1997,,621,92,,,
Yemen,YEM,1998,,945,235,0.1,,
Yemen,YEM,1999,,1036,199,0.15,,
Yemen,YEM,2000,,933,350,0.15,2,
Yemen,YEM,2009,,33.13,43.66,,,
Yemen,YEM,2010,,20.81,113.04,,,
Yugoslavia,OWID_YGS,1990,11,2274,287,3,,
Yugoslavia,OWID_YGS,1991,113,2125,599,20,,
Zambia,ZMB,1994,340,427,62,251,,
Zambia,ZMB,1995,251,244,130,91,,
Zambia,ZMB,1996,250,476,328,616,,
Zambia,ZMB,2017,272.97,260.32,10.42,0.69,,
Zimbabwe,ZWE,1990,1386,2071,393,30,248,1561
Zimbabwe,ZWE,1991,1340,1805,1097,48,255,2169
Zimbabwe,ZWE,1992,731,961,227,25,168,1177
Zimbabwe,ZWE,1993,785,681,,,,
Zimbabwe,ZWE,1994,795,649,,,,
Zimbabwe,ZWE,1995,879,619,736,25,140,
Zimbabwe,ZWE,1996,860,599,739,25,140,
Zimbabwe,ZWE,1997,910,840,847,25,140,
Zimbabwe,ZWE,1998,909,940,889,25,120,
Zimbabwe,ZWE,2012,882.3,1015.63,1273.27,0,134.78,
Zimbabwe,ZWE,2013,610,927.19,776.49,0,177.7,
Zimbabwe,ZWE,2014,549.41,1092.25,359.59,0,133.4,
